абаза	абаза́,аба́за
Лаври	Лаври́,Ла́ври
Лаврі	Лаврі́,Ла́врі
Лаврів	Лаврі́в,Ла́врів
Лавро	Лавро́,Ла́вро
Лаврова	Лавро́ва,Ла́врова
Лаврове	Лавро́ве,Ла́врове
Лавровим	Лавро́вим,Ла́вровим
Лаврових	Лавро́вих,Ла́врових
Лаврович	Лавро́вич,Ла́врович
Лавровича	Лавро́вича,Ла́вровича
Лавровичам	Лавро́вичам,Ла́вровичам
Лавровичами	Лавро́вичами,Ла́вровичами
Лавровичеві	Лавро́вичеві,Ла́вровичеві
Лавровичем	Лавро́вичем,Ла́вровичем
Лавровичі	Лавро́вичі,Ла́вровичі
Лавровичів	Лавро́вичів,Ла́вровичів
Лавровичу	Лавро́вичу,Ла́вровичу
Лаврові	Лавро́ві,Ла́врові
лаврові	ла́врові,ла́вро́ві
Лавровій	Лавро́вій,Ла́вровій
Лаврової	Лавро́вої,Ла́врової
Лавровою	Лавро́вою,Ла́вровою
Лаврову	Лавро́ву,Ла́врову
Лавром	Лавро́м,Ла́вром
Лавру	Лавру́,Ла́вру
лагідній	лагідні́й,ла́гідній
ладам	лада́м,ла́дам
ладами	лада́ми,ла́дами
ладанові	ла́данові,ла́дано́ві
ладах	лада́х,ла́дах
лади	лади́,ла́ди
Ладине	Лади́не,Ла́дине
Ладині	Лади́ні,Ла́дині
ладинська	лади́нська,ла́динська
ладинське	лади́нське,ла́динське
ладинський	лади́нський,ла́динський
ладинським	лади́нським,ла́динським
ладинськими	лади́нськими,ла́динськими
ладинських	лади́нських,ла́динських
ладинські	лади́нські,ла́динські
ладинській	лади́нській,ла́динській
ладинськім	лади́нськім,ла́динськім
ладинського	лади́нського,ла́динського
ладинської	лади́нської,ла́динської
ладинському	лади́нському,ла́динському
ладинською	лади́нською,ла́динською
ладинську	лади́нську,ла́динську
ладом	ладо́м,ла́дом
ладу	ладу́,ла́ду
лайкам	ла́йкам,ла́йка́м
лайками	ла́йками,ла́йка́ми
лайках	ла́йках,ла́йка́х
лайки	ла́йки,ла́йки́
лайок	ла́йок,ла́йо́к
ламанню	лама́нню,ла́манню
лампачеві	лампаче́ві,лампа́чеві
лампачу	лампачу́,лампа́чу
лампова	лампова́,ла́мпова
лампове	лампове́,ла́мпове
ламповий	лампови́й,ла́мповий
ламповим	лампови́м,ла́мповим
ламповими	лампови́ми,ла́мповими
лампових	лампови́х,ла́мпових
лампові	лампові́,ла́мпові
ламповій	лампові́й,ла́мповій
ламповім	лампові́м,ла́мповім
лампового	лампово́го,ла́мпового
лампової	лампово́ї,ла́мпової
ламповому	лампово́му,ла́мповому
ламповою	лампово́ю,ла́мповою
лампову	лампову́,ла́мпову
лампотримачу	лампотримачу́,лампотрима́чу
ланам	лана́м,ла́нам
ланами	лана́ми,ла́нами
ланах	лана́х,ла́нах
ланець	лане́ць,ла́нець
лани	лани́,ла́ни
